 id , timestamp , ax , ay , az , gx , gy , gz , mx , my , mz , t , p , h , l , n 
Dummy,1571751101627,56,5,-1028,,,,,,,,,,,
Dummy,1571751101726,-13,-1,-1026,,,,,,,,,,,
Dummy,1571751101826,-60,-3,-1032,,,,,,,,,,,
Dummy,1571751101926,-119,-1,-1032,,,,,,,,,,,
Dummy,1571751102025,-144,3,-1028,,,,,,,,,,,
Dummy,1571751102125,-132,1,-1024,,,,,,,,,,,
Dummy,1571751102224,-138,0,-1020,,,,,,,,,,,
Dummy,1571751102324,-140,-1,-1028,,,,,,,,,,,
Dummy,1571751102424,-138,-1,-1024,,,,,,,,,,,
Dummy,1571751102523,-138,1,-1026,,,,,,,,,,,
Dummy,1571751102623,-138,0,-1026,,,,,,,,,,,
Dummy,1571751102722,-132,0,-1028,,,,,,,,,,,
Dummy,1571751102822,-132,-3,-1020,,,,,,,,,,,
Dummy,1571751102922,-138,0,-1018,,,,,,,,,,,
Dummy,1571751103021,-134,0,-1020,,,,,,,,,,,
Dummy,1571751103121,-134,3,-1020,,,,,,,,,,,
Dummy,1571751103220,-138,0,-1011,,,,,,,,,,,
Dummy,1571751103320,-117,1,-1020,,,,,,,,,,,
Dummy,1571751103419,-60,5,-1034,,,,,,,,,,,
Dummy,1571751103519,23,0,-1026,,,,,,,,,,,
Dummy,1571751103619,31,83,-1139,,,,,,,,,,,
Dummy,1571751103718,37,50,-694,,,,,,,,,,,
Dummy,1571751103818,62,-5,-1034,,,,,,,,,,,
Dummy,1571751103918,95,-44,-1018,,,,,,,,,,,
Dummy,1571751104017,121,89,-1106,,,,,,,,,,,
Dummy,1571751104117,-195,-68,-1573,,,,,,,,,,,
Dummy,1571751104216,-21,109,-1134,,,,,,,,,,,
Dummy,1571751104316,5,-58,-1067,,,,,,,,,,,
Dummy,1571751104416,81,-111,-1216,,,,,,,,,,,
Dummy,1571751104516,259,-52,-530,,,,,,,,,,,
Dummy,1571751104614,244,-39,-1243,,,,,,,,,,,
Dummy,1571751104715,335,-138,-776,,,,,,,,,,,
